num_neighbors,to_normalize,point,time,m_over_q,fcv1_in,fcv1_i,gas_balzer_1,gas_balzer_2,gas_balzer_5,gas_balzer_6,gas_balzer_7,gas_name_1,gas_name_2,gas_name_5,gas_name_6,gas_name_7,inj_i,ext_i,mid_i,sext_i,inj_v,ext_v,mid_v,sext_v,inj_ps_v,ext_ps_v,mid_ps_v,sext_ps_v,inj_mbar,ext_mbar,bias_v,bias_i,k18_fw,k18_ref,g28_fw,glaser_1,batman_i,batman_field,x_ray_source,x_ray_exit,extraction_v,extraction_i,puller_v,puller_i,puller_raw_gap,bl_mig2_torr,robin_i,ht_oven_v,ht_oven_i,lt_oven_1_sp,lt_oven_2_sp,lt_oven_1_temp,lt_oven_2_temp,LHe_psi,LHe_level_percent,cryo_vac_torr,four_k_heater_power,four_k_cold_mass,four_k_cryo_e,four_k_cryo_w,four_k_cryo_ne,four_k_cryo_nw,four_k_heat_cond,four_k_i_feedthrough,four_k_heater_k,fifty_k_cond_bar,fifty_k_cond_bar_ne,fifty_k_cond_bar_nw,fifty_k_shield_bot,bottom_ln_vessel,seventy_k_cond_bar,gas_balzer_1_set,gas_balzer_2_set,gas_balzer_5_set,gas_balzer_6_set,gas_balzer_7_set,inj_i_set,ext_i_set,mid_i_set,sext_i_set,k18_fw_set,g28_req_set,glaser_1_set,batman_i_set,extraction_v_set,puller_v_set,robin_i_set,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N
3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0,1.0,1.0,0,0,0,0,0,0,0,0,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,agg,0.017223741245347878,0.08625255800678931,27.662412705364915,1378966,watch_data_00_processed,0.017883100939074588,0.09482811831997905,24.72911076731167,221760,watch_data_01_processed,0.009793102429769263,0.06278020458370216,37.05776598442562,49140,watch_data_03_processed,0.027536814393147677,0.11768742345264445,60.94712383186928,44520,watch_data_04_processed,0.03683365358030119,0.11646044800807982,74.95346770711313,14576,watch_data_05_processed,0.021443127964954775,0.11854609591059996,35.27191217210035,31500,watch_data_06_processed,0.05966311505348346,0.16648131945556943,31.60828359743526,74340,watch_data_08a_processed,0.011519637606571712,0.0947006868577658,20.600241072997473,103970,watch_data_08b_processed,0.00783131758940209,0.07424382849143027,33.85919277915359,109620,watch_data_08c_processed,0.002175680499430777,0.03178138172189835,7.601986554406949,171360,watch_data_08d_processed,0.00278178879959093,0.03541489350059894,8.316489534741784,268380,watch_data_09_processed,0.0031815013554200183,0.04638661810319952,10.904434628464932,39060,watch_data_10a_processed,0.020713737043379983,0.1101100511815026,42.46860257676835,66780,watch_data_10_processed,0.01355026241049729,0.09226991779603684,23.39393782717437,21420,watch_data_11b_processed,0.04949642279911748,0.17505930067057388,69.41689497459419,122220,watch_data_11_processed,0.03490883369494292,0.1563819883723215,48.079078305044035,40320
