Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N
agg,3.5115198622016877e-10,6.6132600070652285e-06,1.8350412604440198,1378966,watch_data_00_processed,1.2728496013628165e-09,1.4964271824795575e-05,3.8666797036760405,221760,watch_data_01_processed,9.33814583140517e-10,1.0177353034188032e-05,2.9270269951733896,49140,watch_data_03_processed,3.925297884854231e-10,1.0072055604447441e-05,4.841494046303679,44520,watch_data_04_processed,1.530970796247032e-10,8.225028699035597e-06,4.8339082130227355,14576,watch_data_05_processed,2.6204705570371853e-10,6.964291007089947e-06,2.08225081110998,31500,watch_data_06_processed,3.437606991642423e-10,6.649660777957132e-06,1.6849201024025773,74340,watch_data_08a_processed,1.6441948684320802e-11,2.7691264860696994e-06,0.8402043840599711,103970,watch_data_08b_processed,1.959186652375503e-11,2.8829181401812326e-06,0.889956794187537,109620,watch_data_08c_processed,4.79466342861809e-11,3.5510629210045124e-06,0.9267880616394731,171360,watch_data_08d_processed,6.940060333420214e-11,3.8755804529982356e-06,1.0021097317050693,268380,watch_data_09_processed,8.864131882840815e-11,3.8915654831003586e-06,2.9022226028070572,39060,watch_data_10a_processed,2.1524895243741685e-10,6.9032091314764895e-06,1.1692496970097497,66780,watch_data_10_processed,4.928522799826817e-11,4.4800964372860254e-06,1.0239468403332668,21420,watch_data_11b_processed,1.8994645825617627e-10,5.258390205585557e-06,1.148597613580082,122220,watch_data_11_processed,7.378137925015724e-10,1.0283898972387565e-05,2.129680312292839,40320
