n_estimators,max_depth,max_leaves,max_bin,grow_policy,learning_rate,objective,tree_method,reg_alpha,reg_lambda,subsample,colsample_bynode,colsample_bytree,num_boost_round,num_parallel_tree,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N,Label,MSE,MAE,MAPE,N
10,1000,1000,1000,lossguide,0.1,reg:squarederror,exact,0.0,0.0,1.0,1.0,1.0,10,10,agg,0.030345967112002416,0.1742009094016828,60960.5055618522,1378966,watch_data_00_processed,0.03033908589865985,0.17418117595287835,49876.60700017077,221760,watch_data_01_processed,0.030355652546454462,0.17422872871413467,57318.38662351434,49140,watch_data_03_processed,0.03037575787394397,0.17428640148565733,118121.74606925517,44520,watch_data_04_processed,0.030395395273399184,0.17434274384434303,164736.24879745647,14576,watch_data_05_processed,0.030361853267448054,0.17424652155811776,61676.09622369589,31500,watch_data_06_processed,0.030348632796748272,0.1742085834124001,51043.4832568288,74340,watch_data_08a_processed,0.030366269902594185,0.17425918591904738,77620.98899729317,103970,watch_data_08b_processed,0.030363908035140497,0.1742524097491656,80204.98083642586,109620,watch_data_08c_processed,0.030345900399804726,0.17420072629880723,57869.09311608632,171360,watch_data_08d_processed,0.03035124014687942,0.17421605095763945,59879.56706927406,268380,watch_data_09_processed,0.030346238826385256,0.17420169731844823,58836.76397951418,39060,watch_data_10a_processed,0.030269140483063426,0.1739802353499547,33542.61707089106,66780,watch_data_10_processed,0.030324358459664663,0.17413889096806592,45771.02159169716,21420,watch_data_11b_processed,0.0303401710342667,0.1741842762087841,55857.13361396077,122220,watch_data_11_processed,0.03032400574691161,0.17413788068747546,39513.71523178106,40320
1,1000,1000,1000,lossguide,0.1,reg:squarederror,exact,0.0,0.0,1.0,1.0,1.0,10,10,agg,0.20218209357356098,0.4496466020965122,157331.06344093385,1378966,watch_data_00_processed,0.2021708043571217,0.4496340597578667,128748.7176089603,221760,watch_data_01_processed,0.20220160613784982,0.449668310487949,147931.9776152084,49140,watch_data_03_processed,0.20228200496457194,0.44975769597018783,304750.43340654386,44520,watch_data_04_processed,0.20236894169630668,0.4498543465805183,425012.67467412126,14576,watch_data_05_processed,0.2022405989329932,0.44971166987176875,159174.77189597202,31500,watch_data_06_processed,0.20218380734502647,0.4496485227490204,131747.27111065955,74340,watch_data_08a_processed,0.20223670050571368,0.44970732259160984,200300.36130772237,103970,watch_data_08b_processed,0.20224539713059406,0.44971699669211324,206976.95900125394,109620,watch_data_08c_processed,0.20217841785580776,0.4496425175862628,149357.01696628486,171360,watch_data_08d_processed,0.20218608353766462,0.4496510403287586,154535.4525505539,268380,watch_data_09_processed,0.2021688208655107,0.4496318426112662,151849.40971617508,39060,watch_data_10a_processed,0.20197769564924006,0.4494192447398849,86629.95720642585,66780,watch_data_10_processed,0.20211453333144044,0.449571475322812,118158.13834400922,21420,watch_data_11b_processed,0.20216329474922262,0.44962569464771446,144170.3269709818,122220,watch_data_11_processed,0.20211408412664153,0.44957098743120605,102009.06687239512,40320
100,1000,1000,1000,lossguide,0.1,reg:squarederror,exact,0.0,0.0,1.0,1.0,1.0,10,10,agg,3.0452062015233918e-09,4.007913923089051e-05,13.619000644626343,1378966,watch_data_00_processed,1.5594373246083371e-09,3.7562728198026595e-05,10.06296371749651,221760,watch_data_01_processed,2.492010312263658e-09,4.712492620395531e-05,13.451322840559293,49140,watch_data_03_processed,3.5062885414659456e-09,5.484311055809249e-05,45.028992994451485,44520,watch_data_04_processed,3.1868092360957336e-09,5.556973847470744e-05,53.49331332864302,14576,watch_data_05_processed,5.068283537102593e-10,1.9355574065969037e-05,7.333228994564332,31500,watch_data_06_processed,3.3024739138239637e-10,1.4710346495657102e-05,5.1866957880652755,74340,watch_data_08a_processed,3.361788130401814e-09,5.534879421478984e-05,20.8764843806181,103970,watch_data_08b_processed,1.885724310498492e-10,1.1447786807267538e-05,5.139410980242512,109620,watch_data_08c_processed,1.3660352872180247e-10,9.391032642157429e-06,3.3148195225900907,171360,watch_data_08d_processed,6.029550163224721e-10,2.3349552484913172e-05,8.354765528203462,268380,watch_data_09_processed,1.1409863990340635e-09,3.17499357691314e-05,11.663190780717713,39060,watch_data_10a_processed,2.3401387375114182e-08,0.00014646207284673465,24.180183322023396,66780,watch_data_10_processed,1.1058478253423032e-08,0.00010037559886754101,24.04860386029627,21420,watch_data_11b_processed,8.335955822102954e-09,8.302653110524427e-05,32.95963656008716,122220,watch_data_11_processed,1.7227294974552317e-09,3.629749129787388e-05,8.150756829801216,40320
10,1000,1000,1000,lossguide,0.01,reg:squarederror,exact,0.0,0.0,1.0,1.0,1.0,10,10,agg,0.2041556754007438,0.45183586469342246,158096.9217658992,1378966,watch_data_00_processed,0.20414397185535102,0.4518229245468345,129375.3628378392,221760,watch_data_01_processed,0.20417420322973387,0.4518563784515604,148651.42972796358,49140,watch_data_03_processed,0.20425745987438515,0.45194849178679614,306235.6687790541,44520,watch_data_04_processed,0.2043369451346352,0.4520364335940265,427071.67764412455,14576,watch_data_05_processed,0.20421292754913503,0.45189923238095736,159948.11677972917,31500,watch_data_06_processed,0.20415609308037497,0.4518363411701179,132388.42159228053,74340,watch_data_08a_processed,0.20421168498596878,0.45189784633334745,201273.2219090897,103970,watch_data_08b_processed,0.2042207524441297,0.451907878334502,207987.16880391762,109620,watch_data_08c_processed,0.20415156813652574,0.45183132176218666,150084.27467278062,171360,watch_data_08d_processed,0.20415963250087787,0.45184024634552494,155287.17457150092,268380,watch_data_09_processed,0.20414359809025776,0.45182250037622934,152589.51220477003,39060,watch_data_10a_processed,0.20394992716235552,0.4516081124560187,87052.15864007176,66780,watch_data_10_processed,0.20408664592485337,0.45175947451254683,118733.63388003451,21420,watch_data_11b_processed,0.20413825667124458,0.45181658438502825,144873.30804375635,122220,watch_data_11_processed,0.20408575186688022,0.4517584983983424,102505.33779381512,40320
10,1000,1000,1000,lossguide,1.0,reg:squarederror,exact,0.0,0.0,1.0,1.0,1.0,10,10,agg,3.6932491853993907e-09,4.646509275330495e-05,15.446971424972928,1378966,watch_data_00_processed,4.219985166147839e-09,6.284974869272596e-05,17.481797141298077,221760,watch_data_01_processed,3.0422277821602738e-09,5.344835083014709e-05,16.11927960322902,49140,watch_data_03_processed,4.881336589891191e-09,6.18065473982798e-05,51.01570150237384,44520,watch_data_04_processed,2.0537172247293727e-09,3.963374870231427e-05,25.097838752376976,14576,watch_data_05_processed,2.8043639300709907e-09,4.629502077138099e-05,19.485646680035217,31500,watch_data_06_processed,1.0109889287367449e-09,2.8669889478610293e-05,8.284480209333653,74340,watch_data_08a_processed,2.1705188285858392e-09,4.174932664090328e-05,13.63815966297186,103970,watch_data_08b_processed,9.749669492106346e-10,2.572436226064993e-05,11.191518742681094,109620,watch_data_08c_processed,7.254934469588448e-10,1.9182512105768263e-05,5.216848532942879,171360,watch_data_08d_processed,1.9722079780132448e-09,2.668902973800973e-05,9.859190183412009,268380,watch_data_09_processed,3.059893357917204e-10,9.763249814551283e-06,4.618467022657437,39060,watch_data_10a_processed,1.6185493643596697e-08,0.0001222083512996766,22.742803598673817,66780,watch_data_10_processed,1.6270931744745773e-08,0.00012444231268647431,31.228761623487628,21420,watch_data_11b_processed,5.673994860219461e-09,6.502823606954137e-05,26.96228428237108,122220,watch_data_11_processed,1.1800965574641061e-08,9.485611034860567e-05,22.74597794089665,40320
10,1000,1000,1000,lossguide,0.1,reg:squarederror,exact,0.0,0.0,1.0,1.0,1.0,10,1,agg,0.030346439377359306,0.17420226502648178,60961.15987693943,1378966,watch_data_00_processed,0.03033747594162425,0.17417655501033186,49875.2342339496,221760,watch_data_01_processed,0.030355818789809107,0.17422920433227237,57319.58296319374,49140,watch_data_03_processed,0.03037722832085508,0.17429061894169617,118121.71143426652,44520,watch_data_04_processed,0.030395408382735335,0.17434278113098217,164739.05696272198,14576,watch_data_05_processed,0.030359116827316714,0.17423866976683053,61672.87346641126,31500,watch_data_06_processed,0.030347074252591855,0.17420411075790984,51041.910617891815,74340,watch_data_08a_processed,0.030368722050952254,0.17426622104876344,77624.42609962403,103970,watch_data_08b_processed,0.03036300961380243,0.17424983041974135,80205.81051850918,109620,watch_data_08c_processed,0.030347442320263127,0.17420515236969014,57870.27919670905,171360,watch_data_08d_processed,0.03035120598578451,0.17421595464260323,59879.07794837516,268380,watch_data_09_processed,0.030351222183382025,0.1742160062134198,58839.82621985757,39060,watch_data_10a_processed,0.03027199944298394,0.1739884565419383,33543.52162914262,66780,watch_data_10_processed,0.030326315796456723,0.1741445082933062,45773.15409206921,21420,watch_data_11b_processed,0.03034624291670253,0.1742016979847877,55864.502143843994,122220,watch_data_11_processed,0.030312978322717045,0.17410621959490566,39505.78845979839,40320
10,1000,1000,1000,lossguide,0.1,reg:squarederror,exact,0.0,0.0,1.0,1.0,1.0,10,100,agg,0.030347107003158336,0.174204180651255,60961.715984875314,1378966,watch_data_00_processed,0.03033873932983042,0.17418017923257723,49877.13612771029,221760,watch_data_01_processed,0.030354681494764935,0.17422594075418057,57318.051297698665,49140,watch_data_03_processed,0.030376882045504067,0.17428963054754032,118116.64397237373,44520,watch_data_04_processed,0.030393593813467755,0.1743375757738518,164738.99275868604,14576,watch_data_05_processed,0.030359835413971612,0.17424073272710708,61673.29671890837,31500,watch_data_06_processed,0.030347067805016874,0.17420409081973925,51042.643441992965,74340,watch_data_08a_processed,0.030368438718878475,0.17426541127706893,77623.01017660755,103970,watch_data_08b_processed,0.030361531237288537,0.17424558824470032,80203.72070873539,109620,watch_data_08c_processed,0.03034747224521441,0.17420523778814448,57870.52013299972,171360,watch_data_08d_processed,0.030353251663413062,0.17422182698335242,59880.673971096745,268380,watch_data_09_processed,0.030347598137702412,0.1742055986312884,58838.68013869161,39060,watch_data_10a_processed,0.03026942285564033,0.17398104673000803,33542.41700739109,66780,watch_data_10_processed,0.030322101584770833,0.17413240792362192,45770.05401749176,21420,watch_data_11b_processed,0.030351188327567873,0.17421589100920026,55869.2063699454,122220,watch_data_11_processed,0.030316770261054792,0.17411710874742886,39508.16299747164,40320
10,1000,1000,1000,lossguide,0.1,reg:absoluteerror,exact,0.0,0.0,1.0,1.0,1.0,10,10,agg,2.8150874038925437e-06,0.00014995994071418864,66.7491236812122,1378966,watch_data_00_processed,1.9304771966873587e-08,0.00012269336863381038,38.93198545425741,221760,watch_data_01_processed,2.0186571045233657e-08,0.00012080024853573154,51.344406493905566,49140,watch_data_03_processed,4.2754424204644903e-08,0.00017808339657058003,189.23060084645527,44520,watch_data_04_processed,6.08446690628238e-08,0.00023039966121460426,291.4418560562135,14576,watch_data_05_processed,2.071781923408995e-08,0.00011972675172135541,52.89352457751717,31500,watch_data_06_processed,1.6268454315061154e-08,0.00010971657188164712,37.59150269041631,74340,watch_data_08a_processed,3.182225277648419e-08,0.000144404780362029,96.91180104437865,103970,watch_data_08b_processed,3.388055259686669e-08,0.00014636090813678038,102.2304504592302,109620,watch_data_08c_processed,2.8173989679365308e-08,0.00014925622397260935,60.56194978152216,171360,watch_data_08d_processed,1.4335658631581553e-05,0.0001653236626328622,67.72897609049781,268380,watch_data_09_processed,2.94309115806491e-08,0.00015345500504960577,65.2449276864792,39060,watch_data_10a_processed,9.2154661540504e-08,0.00026178460485196575,41.99058374800812,66780,watch_data_10_processed,2.866742049198171e-08,0.00014570518179127587,41.49047596771085,21420,watch_data_11b_processed,3.410298417390902e-08,0.0001522899182354506,55.65614156120427,122220,watch_data_11_processed,1.5977897152810904e-08,0.00010458797033744709,21.67191846140912,40320
1,1000,1000,1000,lossguide,0.1,reg:absoluteerror,exact,0.0,0.0,1.0,1.0,1.0,10,10,agg,0.009971855660768967,0.09985908989555443,34917.380078420036,1378966,watch_data_00_processed,0.00997643042765841,0.09988205559861553,28592.887149727267,221760,watch_data_01_processed,0.009976558169808917,0.09988268990045776,32842.789468720075,49140,watch_data_03_processed,0.009965361718185954,0.0998265947955542,67552.44265584913,44520,watch_data_04_processed,0.009954203509461704,0.09977071329321437,94169.98849863058,14576,watch_data_05_processed,0.009976247120821683,0.09988113199907171,35338.74381862481,31500,watch_data_06_processed,0.009978272302567452,0.0998912801559861,29259.67999259617,74340,watch_data_08a_processed,0.00997182041021776,0.09985894327154246,44433.508727548215,103970,watch_data_08b_processed,0.009971333648289102,0.09985649881943842,45912.6899833173,109620,watch_data_08c_processed,0.009970326818228552,0.0998512014224958,33149.57099876422,171360,watch_data_08d_processed,0.00997067903553478,0.09985325620929782,34297.45227652773,268380,watch_data_09_processed,0.00996934156911496,0.09984656067043997,33698.7453975714,39060,watch_data_10a_processed,0.009954915241372273,0.09977411540326107,19237.125889180646,66780,watch_data_10_processed,0.009983645834957493,0.09991808582670038,26251.574885675673,21420,watch_data_11b_processed,0.009971334279866958,0.09985650086517009,32004.65883113759,122220,watch_data_11_processed,0.009980903149723245,0.0999044358463152,22669.319515694762,40320
100,1000,1000,1000,lossguide,0.1,reg:absoluteerror,exact,0.0,0.0,1.0,1.0,1.0,10,10,agg,4.381447151885796e-06,0.00015085411198420375,66.97190174128019,1378966,watch_data_00_processed,1.9304771966873587e-08,0.00012269336863381038,38.93198545425741,221760,watch_data_01_processed,2.0186571045233657e-08,0.00012080024853573154,51.344406493905566,49140,watch_data_03_processed,4.2754424204644903e-08,0.00017808339657058003,189.23060084645527,44520,watch_data_04_processed,6.08446690628238e-08,0.00023039966121460426,291.4418560562135,14576,watch_data_05_processed,2.071781923408995e-08,0.00011972675172135541,52.89352457751717,31500,watch_data_06_processed,1.6268454315061154e-08,0.00010971657188164712,37.59150269041631,74340,watch_data_08a_processed,3.182225277648419e-08,0.000144404780362029,96.91180104437865,103970,watch_data_08b_processed,3.388055259686669e-08,0.00014636090813678038,102.2304504592302,109620,watch_data_08c_processed,2.8173989679365308e-08,0.00014925622397260935,60.56194978152216,171360,watch_data_08d_processed,2.2383787539291754e-05,0.00016991801310431187,68.87363430042302,268380,watch_data_09_processed,2.94309115806491e-08,0.00015345500504960577,65.2449276864792,39060,watch_data_10a_processed,9.2154661540504e-08,0.00026178460485196575,41.99058374800812,66780,watch_data_10_processed,2.866742049198171e-08,0.00014570518179127587,41.49047596771085,21420,watch_data_11b_processed,3.410298417390902e-08,0.0001522899182354506,55.65614156120427,122220,watch_data_11_processed,1.5977897152810904e-08,0.00010458797033744709,21.67191846140912,40320
